Brand,Model,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineCapacity,FuelConsumptionPer100km,ColourExt,City,State,YearRanges
LDV,T60,USED,Automatic,4WD,Diesel,24298.0,4,Ute / Tray,4,5,31990.0,2.8,9.6,Grey,Alexandria,NSW,2017-2019
Kia,Cerato,USED,Automatic,Front,Unleaded,25343.0,4,Sedan,4,5,24999.0,2.0,7.4,White,Traralgon,VIC,2017-2019
Ford,Endura,USED,Automatic,Front,Diesel,46193.0,4,SUV,4,5,37990.0,2.0,6.7,White,Wodonga,VIC,2017-2019
Audi,Q5,DEMO,Automatic,AWD,Hybrid,200.0,4,SUV,4,5,94788.0,2.0,8.0,White,Artarmon,NSW,2020-2023
Ford,Everest,USED,Automatic,4WD,Diesel,33587.0,4,SUV,4,7,64990.0,2.0,7.0,Silver,Wodonga,VIC,2020-2023
Ford,Ecosport,USED,Manual,Front,Premium,107602.0,3,SUV,4,5,12750.0,1.0,5.7,Grey,Wauchope,NSW,2012-2016
Hyundai,Tucson,USED,Manual,Front,Unleaded,52745.0,4,Wagon,4,5,24100.0,1.944623655913978,7.652150537634409,Black,Phillip,ACT,2017-2019
Mazda,CX-5,USED,Automatic,Front,Unleaded,117307.0,4,SUV,4,5,22590.0,2.0,6.4,Blue,Bairnsdale,VIC,2012-2016
Toyota,Corolla,USED,Automatic,Front,Hybrid,68333.0,4,Hatchback,5,5,32990.0,1.8,4.2,Red,Traralgon,VIC,2017-2019
Mercedes-Benz,GLC43,USED,Automatic,AWD,Premium,22785.0,6,SUV,4,5,95900.0,3.0,10.4,Black,Artarmon,NSW,2020-2023
Holden,Colorado,USED,Automatic,4WD,Diesel,138550.0,4,SUV,4,7,27990.0,2.8,9.4,Other,Wangaratta,VIC,2012-2016
Mitsubishi,Triton,USED,Manual,4WD,Diesel,196657.0,4,Ute / Tray,4,5,24990.0,2.4,7.2,Red,Port Macquarie,NSW,2012-2016
Kia,Carnival,USED,Automatic,Front,Diesel,246117.0,4,Wagon,4,8,24990.0,2.2,7.7,Other,Traralgon,VIC,2017-2019
Mitsubishi,Pajero,USED,Automatic,4WD,Diesel,64967.0,4,SUV,4,5,36990.0,2.4,8.0,Red,Wangaratta,VIC,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,59399.0,4,Hatchback,5,5,28100.0,2.0,6.0,Black,Phillip,ACT,2020-2023
Toyota,Land,USED,Automatic,Other,Diesel,99086.0,4,Wagon,4,5,114990.0,2.393601410934744,7.8050222094856,White,Wangaratta,VIC,2020-2023
Toyota,Hilux,USED,Automatic,4WD,Diesel,116785.0,4,Ute / Tray,4,5,44990.0,2.8,8.5,Grey,Port Macquarie,NSW,2012-2016
Ford,Endura,USED,Automatic,AWD,Diesel,94557.0,4,SUV,4,5,32990.0,2.0,6.7,Grey,Shepparton,VIC,2017-2019
Ford,Ranger,USED,Automatic,4WD,Diesel,189253.0,5,Ute / Tray,4,5,30999.0,3.2,8.7,White,Traralgon,VIC,2020-2023
Mazda,BT-50,USED,Automatic,4WD,Diesel,205245.0,5,Ute / Tray,4,5,34990.0,3.2,9.2,Silver,Shepparton,VIC,2012-2016
Jeep,Compass,DEMO,Automatic,Other,Unleaded,50.0,4,SUV,4,5,52875.0,2.331428571428571,8.282857142857143,Green,Fyshwick,ACT,2020-2023
Ford,Ranger,USED,Automatic,4WD,Diesel,101158.0,5,Ute / Tray,2,2,36999.0,3.2,8.7,White,Traralgon,VIC,2017-2019
Isuzu,MU-X,USED,Automatic,4WD,Diesel,82383.0,4,SUV,4,7,44995.0,3.0,8.1,White,Lismore,NSW,2017-2019
Kia,Picanto,USED,Automatic,Front,Unleaded,22868.0,4,Hatchback,5,5,18800.0,1.2,5.8,Black,Phillip,ACT,2017-2019
Volkswagen,Tiguan,USED,Automatic,AWD,Premium,56613.0,4,SUV,4,5,33995.0,2.0,7.5,Blue,Lismore,NSW,2017-2019
Kia,Cerato,USED,Automatic,Front,Unleaded,23697.0,4,Hatchback,5,5,32950.0,1.6,6.8,Silver,Echuca,VIC,2017-2019
Holden,Barina,USED,Automatic,Front,Unleaded,125581.0,4,Hatchback,5,5,11990.0,1.6,6.6,Black,Armidale,NSW,2012-2016
Toyota,Hilux,USED,Automatic,4WD,Diesel,134013.0,4,Ute / Tray,4,5,43995.0,2.8,8.5,White,Lismore,NSW,2017-2019
Volkswagen,Tiguan,USED,Automatic,AWD,Premium,16372.0,4,SUV,4,7,40999.0,2.0,7.9,Black,Traralgon,VIC,2020-2023
Honda,Odyssey,USED,Automatic,Front,Unleaded,220395.0,4,Wagon,4,7,12888.0,2.4,8.9,Silver,Phillip,ACT,Before 2012
Nissan,Navara,USED,Automatic,4WD,Diesel,158076.0,4,Ute / Tray,4,5,22990.0,2.5,10.5,White,Shepparton,VIC,2012-2016
Ford,Escape,USED,Automatic,4WD,Unleaded,212085.0,6,SUV,4,5,5990.0,3.0,13.0,Gold,Shepparton,VIC,Before 2012
Mitsubishi,Outlander,USED,Automatic,Other,Unleaded,108883.0,4,Wagon,4,7,20990.0,2.360714285714286,7.189732142857143,Silver,Coffs Harbour,NSW,2012-2016
Ford,Focus,USED,Automatic,Front,Unleaded,83075.0,3,Hatchback,4,5,18999.0,1.5,6.4,White,Traralgon,VIC,2017-2019
Holden,Commodore,USED,Automatic,Rear,Unleaded,201231.0,6,Ute / Tray,2,2,16990.0,3.6,10.1,Green,Traralgon,VIC,Before 2012
Hyundai,I30,USED,Automatic,Front,Unleaded,56071.0,4,Hatchback,4,5,21870.0,2.0,7.4,Silver,Phillip,ACT,2020-2023
Hyundai,Tucson,USED,Manual,Front,Unleaded,231209.0,4,SUV,4,5,13990.0,2.0,7.9,Other,Traralgon,VIC,2012-2016
Toyota,RAV4,USED,Automatic,AWD,Unleaded,76410.0,4,SUV,4,5,35990.0,2.5,8.5,Black,Seymour,VIC,2017-2019
Toyota,Camry,USED,Automatic,Other,Unleaded,34876.0,4,Sedan,4,5,33490.0,2.524884792626728,6.82258064516129,White,Coffs Harbour,NSW,2020-2023
Subaru,Outback,USED,Automatic,AWD,Unleaded,103366.0,4,SUV,4,5,32999.0,2.5,7.3,Gold,Traralgon,VIC,2017-2019
Toyota,C-HR,USED,Automatic,Front,Premium,63108.0,4,SUV,4,5,28999.0,1.2,5.5,Grey,Traralgon,VIC,2017-2019
Renault,Koleos,USED,Automatic,4WD,Diesel,42859.0,4,SUV,4,5,29990.0,2.0,6.1,Black,Hume,ACT,2017-2019
Nissan,Navara,USED,Manual,4WD,Diesel,294536.0,4,Ute / Tray,4,5,12990.0,2.5,9.2,Blue,Traralgon,VIC,Before 2012
Toyota,Corolla,USED,Automatic,Other,Unleaded,18928.0,4,Hatchback,5,5,40990.0,1.836388888888889,5.643175487465181,Other,Coffs Harbour,NSW,2020-2023
Holden,Colorado,USED,Automatic,4WD,Diesel,147604.0,4,Ute / Tray,4,5,36990.0,2.8,9.1,Grey,Seymour,VIC,2017-2019
Ford,Ranger,USED,Automatic,4WD,Diesel,113991.0,5,Ute / Tray,4,5,41990.0,3.2,9.0,Blue,Seymour,VIC,2012-2016
Mercedes-Benz,A200,USED,Automatic,Front,Premium,77431.0,4,Hatchback,5,5,29990.0,1.6,6.1,Grey,Phillip,ACT,2012-2016
Toyota,Rav,USED,Automatic,Other,Other,31300.0,4,SUV,4,5,54490.0,2.393601410934744,7.8050222094856,Blue,Coffs Harbour,NSW,2020-2023
Mazda,6,USED,Automatic,Front,Premium,189567.0,4,Hatchback,5,5,9799.0,2.3,8.9,Other,Dandenong,VIC,Before 2012
Holden,Colorado,USED,Automatic,4WD,Diesel,138790.0,4,SUV,4,7,27990.0,2.8,9.4,Grey,Traralgon,VIC,2012-2016
LDV,D90,USED,Automatic,Other,Unleaded,25616.0,4,Wagon,4,7,35990.0,2.0,9.985714285714286,Silver,Coffs Harbour,NSW,2020-2023
Hyundai,Iload,USED,Automatic,Rear,Diesel,39073.0,4,Commercial,4,3,40950.0,2.5,8.8,Blue,Dandenong South,VIC,2017-2019
Kia,Cerato,USED,Automatic,Front,Unleaded,52448.0,4,Sedan,4,5,21870.0,2.0,7.4,Grey,Phillip,ACT,2017-2019
Nissan,Dualis,USED,Automatic,Front,Unleaded,175187.0,4,SUV,4,5,12999.0,2.0,8.2,Blue,Bayswater,VIC,2012-2016
Toyota,Hilux,USED,Manual,Other,Diesel,43861.0,4,Ute / Tray,4,5,30990.0,2.852205882352941,8.944472361809046,White,Coffs Harbour,NSW,2017-2019
Ford,Territory,USED,Automatic,Rear,Diesel,192388.0,6,SUV,4,5,16990.0,2.7,8.2,White,Traralgon,VIC,2012-2016
Toyota,HiAce,USED,Automatic,Rear,Diesel,86280.0,4,Commercial,4,2,51950.0,2.8,8.2,White,Dandenong South,VIC,2020-2023
Isuzu,MU-X,USED,Automatic,4WD,Diesel,138702.0,4,SUV,4,7,42950.0,3.0,8.1,White,Dandenong South,VIC,2017-2019
BMW,X1,USED,Automatic,AWD,Premium,94970.0,4,SUV,4,5,37380.0,2.0,6.6,Black,Phillip,ACT,2017-2019
Subaru,Forester,USED,Automatic,AWD,Unleaded,62841.0,4,SUV,4,5,30999.0,2.5,8.1,White,Seymour,VIC,2017-2019
Toyota,C-HR,USED,Automatic,Front,Premium,21701.0,4,SUV,5,5,38750.0,1.2,6.4,White,Coffs Harbour,NSW,2020-2023
Ford,Everest,USED,Automatic,4WD,Diesel,26409.0,5,SUV,4,7,52990.0,3.2,8.5,Silver,Coffs Harbour,NSW,2017-2019
Toyota,RAV4,USED,Automatic,Front,Unleaded,177710.0,4,SUV,4,5,23999.0,2.0,7.4,White,Dandenong,VIC,2012-2016
Hyundai,Sonata,USED,Automatic,Front,Unleaded,139042.0,4,Sedan,4,5,20999.0,2.4,8.3,Grey,Traralgon,VIC,2017-2019
Mazda,CX-5,USED,Automatic,AWD,Unleaded,42647.0,4,SUV,4,5,34450.0,2.5,7.5,Black,Phillip,ACT,2017-2019
Mitsubishi,Pajero,USED,Automatic,4WD,Diesel,282674.0,4,SUV,4,5,25999.0,3.2,9.0,Other,Coffs Harbour,NSW,2012-2016
Volkswagen,Amarok,USED,Automatic,4WD,Diesel,177188.0,6,Ute / Tray,4,5,42990.0,3.0,7.8,White,Echuca,VIC,2017-2019
Honda,Odyssey,USED,Automatic,Front,Unleaded,39840.0,4,Wagon,4,7,47990.0,2.4,7.8,White,Vermont,VIC,2017-2019
Volkswagen,Amarok,USED,Automatic,4WD,Diesel,170132.0,4,Ute / Tray,4,5,22990.0,2.0,8.3,Silver,Fyshwick,ACT,2012-2016
Jeep,Compass,NEW,Automatic,4WD,Diesel,40.0,4,SUV,4,5,55574.0,2.0,6.9,Black,Traralgon,VIC,2020-2023
Holden,Colorado,USED,Automatic,Rear,Diesel,126103.0,4,Ute / Tray,4,5,37999.0,2.8,8.9,White,Coffs Harbour,NSW,2017-2019
Suzuki,Baleno,USED,Automatic,Front,Unleaded,13808.0,4,Hatchback,4,5,22999.0,1.4,5.4,Blue,Traralgon,VIC,2017-2019
Jaguar,E-Pace,USED,Automatic,AWD,Diesel,95000.0,4,SUV,4,5,42000.0,2.0,5.6,Grey,Dandenong,VIC,2017-2019
Ford,Ranger,USED,Manual,4WD,Diesel,207949.0,5,Ute / Tray,4,5,22850.0,3.2,8.3,White,Wickham,NSW,2017-2019
Isuzu,D-MAX,USED,Automatic,Rear,Diesel,91171.0,4,Ute / Tray,4,5,38990.0,3.0,7.7,Grey,Lavington,NSW,2017-2019
Ford,Ranger,USED,Automatic,4WD,Diesel,235718.0,5,Ute / Tray,2,2,21990.0,3.2,9.2,White,Traralgon,VIC,2012-2016
Ford,Falcon,USED,Manual,Rear,Unleaded,409184.0,8,Sedan,4,5,67500.0,4.9,15.0,Black,Fyshwick,ACT,Before 2012
Great,Wall,USED,Manual,4WD,Diesel,88974.0,4,Ute / Tray,4,5,16800.0,2.0,9.0,White,Beresfield,NSW,2017-2019
Toyota,C-HR,USED,Automatic,Front,Premium,85422.0,4,SUV,4,5,28950.0,1.2,5.5,Yellow,Echuca,VIC,2017-2019
Mitsubishi,Outlander,USED,Automatic,4WD,Unleaded,211121.0,6,SUV,4,7,10990.0,3.0,10.9,Black,Tugun,QLD,Before 2012
Toyota,RAV4,USED,Automatic,Front,Unleaded,60515.0,4,SUV,4,5,28990.0,2.0,7.4,Silver,Maitland,NSW,2012-2016
Nissan,Navara,USED,Automatic,4WD,Diesel,282667.0,4,Ute / Tray,4,5,24990.0,2.3,7.1,White,Traralgon,VIC,2012-2016
Lexus,RC350,USED,Automatic,Rear,Premium,29288.0,6,Coupe,2,4,68888.0,3.5,9.1,White,Belconnen,ACT,2020-2023
Toyota,Landcruiser,USED,Automatic,4WD,Unleaded,223778.0,8,SUV,4,8,49999.0,4.7,14.5,Black,Coffs Harbour,NSW,Before 2012
Holden,Commodore,USED,Automatic,Front,Premium,143806.0,4,Wagon,4,5,14990.0,2.0,7.7,White,Hamilton North,NSW,2017-2019
Mitsubishi,Pajero,USED,Manual,4WD,Diesel,326184.0,4,SUV,4,7,14650.0,3.2,9.2,White,Bayswater,VIC,Before 2012
Isuzu,MU-X,USED,Automatic,4WD,Diesel,23424.0,4,SUV,4,7,66388.0,3.0,8.3,Blue,Lavington,NSW,2020-2023
Volkswagen,Tiguan,USED,Automatic,Front,Premium,112272.0,4,SUV,4,5,23990.0,1.4,6.3,Grey,Nowra,NSW,2012-2016
Ford,Ranger,USED,Automatic,4WD,Diesel,196922.0,5,Ute / Tray,4,5,30999.0,3.2,8.7,White,Traralgon,VIC,2020-2023
BMW,X2,USED,Automatic,AWD,Diesel,72232.0,4,SUV,4,5,38830.0,2.0,5.1,Blue,Fyshwick,ACT,2017-2019
Mitsubishi,Outlander,USED,Automatic,AWD,Unleaded,49191.0,4,SUV,4,7,31771.0,2.4,7.2,White,Maryville,NSW,2020-2023
Toyota,C-HR,USED,Automatic,Front,Premium,62428.0,4,SUV,4,5,29990.0,1.2,5.5,Black,Wodonga,VIC,2017-2019
Hyundai,I30,USED,Automatic,Front,Unleaded,36425.0,4,Hatchback,4,5,24490.0,2.0,7.4,White,Dandenong South,VIC,2017-2019
Kia,Grand,USED,Automatic,Front,Unleaded,195900.0,6,Wagon,4,8,10990.0,3.8,12.8,Silver,Waratah,NSW,Before 2012
Ford,Ranger,USED,Automatic,4WD,Diesel,190723.0,5,Ute / Tray,4,5,37999.0,3.2,8.9,White,Traralgon,VIC,2017-2019
Hyundai,I30,USED,Automatic,Front,Unleaded,62969.0,4,Hatchback,4,5,25990.0,2.0,7.4,White,Wodonga,VIC,2017-2019
Suzuki,Baleno,USED,Automatic,Front,Unleaded,17079.0,4,Hatchback,4,5,20670.0,1.4,5.4,White,Phillip,ACT,2020-2023
Honda,Odyssey,USED,Automatic,Front,Unleaded,115957.0,4,Wagon,4,7,27990.0,2.4,7.8,Red,Ashmore,QLD,2012-2016
Holden,Colorado,USED,Automatic,4WD,Diesel,97680.0,4,Ute / Tray,4,5,36999.0,2.8,8.6,White,Traralgon,VIC,2020-2023
Volkswagen,Tiguan,USED,Automatic,AWD,Premium,60325.0,4,SUV,4,5,32990.0,2.0,7.5,Silver,Wodonga,VIC,2017-2019
Toyota,Corolla,USED,Automatic,Front,Unleaded,119960.0,4,Hatchback,5,5,20990.0,1.8,6.6,White,East Maitland,NSW,2012-2016
BMW,330I,USED,Automatic,Rear,Premium,5338.0,4,Wagon,4,5,79999.0,2.0,7.0,White,Traralgon,VIC,2020-2023
Audi,Q5,USED,Automatic,AWD,Diesel,87663.0,4,SUV,4,5,41830.0,2.0,5.5,Blue,Fyshwick,ACT,2017-2019
Subaru,XV,USED,Automatic,AWD,Unleaded,168651.0,4,SUV,4,5,16990.0,2.0,7.1,Black,Thomastown,VIC,2012-2016
Kia,Carnival,USED,Automatic,Front,Diesel,60188.0,4,Wagon,4,8,39990.0,2.2,7.6,White,Nowra,NSW,2020-2023
GWM,UTE,NEW,Automatic,4WD,Diesel,40.0,4,Ute / Tray,4,5,47490.0,2.0,9.4,White,Traralgon,VIC,2020-2023
Toyota,Corolla,USED,Automatic,Front,Unleaded,57665.0,4,Hatchback,5,5,27990.0,2.0,6.0,White,Wodonga,VIC,2017-2019
Holden,Commodore,USED,Automatic,Rear,Unleaded,116908.0,6,Wagon,4,5,20999.0,3.0,8.6,Blue,Traralgon,VIC,2017-2019
Skoda,Karoq,DEMO,Automatic,Front,Premium,25.0,4,SUV,4,5,42760.0,1.4,6.5,White,Hamilton East,NSW,2020-2023
Volkswagen,Golf,USED,Automatic,Front,Premium,70833.0,4,Wagon,4,5,19990.0,1.4,5.3,White,Wodonga,VIC,2012-2016
Jeep,Grand,NEW,Automatic,4WD,Diesel,24.0,6,SUV,4,5,78825.0,3.6,9.9,Black,Fyshwick,ACT,2020-2023
Volkswagen,Tiguan,USED,Automatic,AWD,Premium,112390.0,4,SUV,4,5,21998.0,2.0,7.5,White,Cardiff,NSW,2012-2016
Mazda,2,USED,Automatic,Front,Unleaded,133464.0,4,Hatchback,5,5,15999.0,1.5,5.5,White,Upper Ferntree Gully,VIC,2012-2016
Subaru,Outback,USED,Automatic,AWD,Diesel,152908.0,4,SUV,4,5,26999.0,2.0,6.3,White,Traralgon,VIC,2017-2019
Toyota,Hilux,USED,Automatic,4WD,Diesel,220382.0,4,Ute / Tray,4,5,34250.0,2.8,8.5,Grey,Mayfield West,NSW,2017-2019
HSV,Clubsport,USED,Automatic,Rear,Premium,76221.0,8,Wagon,4,5,65990.0,6.2,14.2,Grey,Wodonga,VIC,2012-2016
Toyota,Hilux,USED,Manual,Rear,Unleaded,3926.0,4,Ute / Tray,4,5,35990.0,2.852205882352941,8.944472361809046,White,East Maitland,NSW,2020-2023
Volkswagen,Amarok,USED,Automatic,4WD,Diesel,56312.0,6,Ute / Tray,4,5,55990.0,3.0,8.9,White,Phillip,ACT,2017-2019
Land,Rover,USED,Automatic,Other,Diesel,45176.0,4,Wagon,4,5,47980.0,2.766666666666667,7.539320388349514,White,Southport,QLD,2017-2019
Subaru,Impreza,USED,Automatic,AWD,Unleaded,153709.0,4,Hatchback,5,5,15980.0,2.0,6.8,White,Maryville,NSW,2012-2016
Ford,Territory,USED,Automatic,AWD,Diesel,152703.0,6,SUV,4,5,16990.0,2.7,8.8,Silver,Wangaratta,VIC,2012-2016
Honda,Civic,USED,Automatic,Front,Unleaded,19415.0,4,Sedan,4,5,38990.0,1.5,6.0,White,Gateshead,NSW,2020-2023
Mitsubishi,Triton,USED,Manual,Other,Diesel,13243.0,4,Ute / Tray,4,5,37990.0,2.448780487804878,8.365853658536585,Other,Wangaratta,VIC,2017-2019
Toyota,Hilux,USED,Automatic,Rear,Diesel,125842.0,4,Ute / Tray,4,5,35999.0,2.8,8.1,White,Traralgon,VIC,2017-2019
Hyundai,Santa,USED,Automatic,AWD,Diesel,3024.0,4,SUV,4,7,70321.0,2.2,6.1,Silver,Phillip,ACT,2020-2023
Toyota,Hilux,USED,Manual,4WD,Diesel,231762.0,4,Ute / Tray,2,3,21990.0,3.0,8.2,White,Hamilton North,NSW,2012-2016
Toyota,Yaris,USED,Automatic,Front,Unleaded,35929.0,4,Hatchback,5,5,19480.0,1.3,6.3,Grey,Burwood,VIC,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,35.0,4,Hatchback,5,5,37990.0,2.0,6.0,White,Raymond Terrace,NSW,2020-2023
Hyundai,Kona,USED,Automatic,AWD,Unleaded,86853.0,4,SUV,4,5,29990.0,1.6,6.7,White,Bairnsdale,VIC,2017-2019
Kia,Sorento,USED,Automatic,AWD,Diesel,99530.0,4,SUV,4,7,29986.0,2.2,7.8,White,East Maitland,NSW,2012-2016
Holden,UTE,USED,Automatic,Rear,Unleaded,73218.0,8,Ute / Tray,2,2,64990.0,6.2,12.4,Orange,Seymour,VIC,2017-2019
Mitsubishi,Outlander,USED,Automatic,AWD,Unleaded,59487.0,4,SUV,4,7,33888.0,2.4,7.2,Red,Narre Warren,VIC,2020-2023
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,59466.0,4,SUV,4,5,25980.0,2.0,7.6,Red,Gungahlin,ACT,2020-2023
Hyundai,Tucson,USED,Automatic,Front,Unleaded,26702.0,4,SUV,4,5,29990.0,2.0,7.9,Red,Bennetts Green,NSW,2017-2019
Mazda,BT-50,USED,Automatic,4WD,Diesel,200460.0,5,Ute / Tray,4,4,26990.0,3.2,8.9,White,Bairnsdale,VIC,2017-2019
Volkswagen,Amarok,USED,Automatic,4WD,Diesel,129623.0,6,Ute / Tray,4,5,36950.0,3.0,7.8,White,Rutherford,NSW,2017-2019
Hyundai,I20,USED,Automatic,Front,Unleaded,94024.0,4,Hatchback,5,5,13989.0,1.4,6.4,Other,Dandenong,VIC,2012-2016
Holden,Commodore,USED,Automatic,Rear,Unleaded,193454.0,6,Ute / Tray,2,2,17990.0,3.6,11.6,Blue,Shepparton,VIC,Before 2012
Toyota,Corolla,USED,Manual,Front,Unleaded,58590.0,4,Hatchback,5,5,16700.0,1.8,7.1,Orange,Maryville,NSW,2012-2016
Volkswagen,Passat,USED,Automatic,AWD,Premium,138178.0,6,Sedan,4,5,14988.0,3.6,9.7,Grey,Alphington,VIC,2012-2016
Toyota,Hilux,USED,Automatic,4WD,Diesel,11794.0,4,Ute / Tray,4,5,67880.0,2.8,8.4,White,Fyshwick,ACT,2020-2023
Mitsubishi,Lancer,USED,Manual,Front,Unleaded,205498.0,4,Sedan,4,5,9990.0,2.0,6.9,White,Kurri Kurri,NSW,2012-2016
Mazda,3,USED,Automatic,Front,Unleaded,140807.0,4,Sedan,4,5,19989.0,2.0,5.7,White,Dandenong,VIC,2017-2019
Toyota,Landcruiser,USED,Automatic,4WD,Diesel,123414.0,8,SUV,4,7,92990.0,4.5,9.5,Grey,Shepparton,VIC,2017-2019
Holden,Colorado,USED,Automatic,Rear,Diesel,47210.0,4,Ute / Tray,2,2,29990.0,2.8,8.8,White,Hamilton North,NSW,2017-2019
Kia,Cerato,USED,Automatic,Front,Unleaded,23493.0,4,Hatchback,5,5,27490.0,2.0,7.4,White,Shepparton,VIC,2020-2023
Kia,Grand,USED,Automatic,Front,Unleaded,195273.0,6,Wagon,4,8,13499.0,3.5,10.9,Grey,Bayswater,VIC,2012-2016
Suzuki,Grand,USED,Automatic,Rear,Unleaded,112100.0,4,SUV,4,5,15990.0,2.4,9.5,White,Hamilton,NSW,2012-2016
Toyota,Yaris,USED,Automatic,Front,Unleaded,14198.0,4,Hatchback,5,5,21950.0,1.5,6.3,Red,Mulgrave,VIC,2012-2016
Toyota,RAV4,USED,Automatic,Front,Unleaded,67327.0,4,SUV,5,5,36990.0,2.0,6.5,White,Cessnock,NSW,2017-2019
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,40663.0,4,SUV,4,5,28995.0,2.0,7.6,White,Lismore,NSW,2020-2023
Honda,Civic,USED,Automatic,Front,Unleaded,98675.0,4,Sedan,4,5,9999.0,1.8,7.2,Red,Ashmore,QLD,Before 2012
Nissan,X-Trail,USED,Manual,4WD,Unleaded,248318.0,4,SUV,4,5,8549.0,2.5,9.1,Grey,Fyshwick,ACT,Before 2012
Suzuki,Grand,USED,Automatic,4WD,Unleaded,207005.0,4,SUV,4,5,8800.0,2.4,9.9,White,Beresfield,NSW,Before 2012
Holden,Commodore,USED,Manual,Rear,Unleaded,66518.0,6,Sedan,4,5,28999.0,3.6,9.7,Blue,Berwick,VIC,2012-2016
Mazda,CX-5,USED,Automatic,AWD,Unleaded,72286.0,4,SUV,4,5,32995.0,2.5,7.5,White,Lismore,NSW,2017-2019
Nissan,Navara,USED,Manual,Rear,Diesel,101628.0,4,Ute / Tray,2,2,23986.0,2.3,6.6,Silver,East Maitland,NSW,2012-2016
Mitsubishi,Lancer,USED,Manual,Front,Unleaded,66039.0,4,Sedan,4,5,12990.0,2.0,6.9,Red,Thomastown,VIC,2012-2016
GWM,Haval,DEMO,Automatic,AWD,Premium,10.0,4,SUV,4,5,42490.0,2.0,9.8,Black,Belconnen,ACT,2020-2023
Toyota,Hilux,USED,Automatic,Rear,Unleaded,81522.0,4,Ute / Tray,2,2,25995.0,2.7,10.9,White,Lismore,NSW,2012-2016
Toyota,86,USED,Manual,Rear,Premium,49794.0,4,Coupe,2,4,27888.0,2.0,7.8,Red,HEIDELBERG,VIC,2012-2016
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,43898.0,4,SUV,4,5,27990.0,2.0,7.6,White,Cessnock,NSW,2020-2023
Toyota,Landcruiser,USED,Automatic,4WD,Diesel,50267.0,4,SUV,4,7,68990.0,2.8,8.0,White,Vermont,VIC,2017-2019
Mazda,3,USED,Automatic,Front,Unleaded,172889.0,4,Sedan,4,5,14990.0,2.0,5.7,Red,South Nowra,NSW,2012-2016
Honda,Civic,USED,Automatic,Front,Unleaded,179525.0,4,Sedan,4,5,22830.0,1.5,6.0,White,Fyshwick,ACT,2017-2019
Subaru,Forester,USED,Automatic,AWD,Diesel,63506.0,4,SUV,4,5,25990.0,2.0,6.4,White,Tweed Heads South,NSW,2012-2016
Audi,A3,USED,Automatic,Front,Premium,135327.0,4,Sedan,4,5,25990.0,2.0,5.8,Silver,Dandenong,VIC,2017-2019
Holden,Captiva,USED,Automatic,AWD,Diesel,134548.0,4,SUV,4,7,22990.0,2.2,8.1,Brown,Warners Bay,NSW,2012-2016
Holden,Commodore,USED,Automatic,Rear,Premium,105138.0,8,Wagon,4,5,54990.0,6.2,11.8,Grey,Shepparton,VIC,2012-2016
Subaru,Liberty,USED,Automatic,AWD,Premium,149825.0,4,Sedan,4,5,16990.0,2.5,7.9,Grey,Pakenham,VIC,2012-2016
Toyota,Camry,USED,Automatic,Front,Unleaded,95034.0,4,Sedan,4,5,25300.0,2.5,7.8,Brown,Phillip,ACT,2017-2019
Hyundai,Getz,USED,Automatic,Front,Unleaded,125173.0,4,Hatchback,3,5,8990.0,1.6,7.1,Red,Traralgon,VIC,Before 2012
Hyundai,IX35,USED,Manual,Front,Unleaded,158121.0,4,SUV,4,5,8990.0,2.0,8.5,Silver,Edgeworth,NSW,2012-2016
Kia,Sportage,USED,Automatic,Front,Unleaded,97196.0,4,SUV,4,5,16670.0,2.0,8.8,Silver,Preston,VIC,Before 2012
Ford,Territory,USED,Automatic,Rear,Unleaded,285430.0,6,SUV,4,5,12490.0,4.0,10.6,Grey,Belmont,NSW,2012-2016
Subaru,XV,USED,Automatic,AWD,Unleaded,131276.0,4,SUV,4,5,20999.0,2.0,7.1,Black,Traralgon,VIC,2012-2016
Mazda,3,USED,Automatic,Front,Unleaded,57451.0,4,Hatchback,5,5,23990.0,2.0,5.8,Silver,Ringwood,VIC,2012-2016
Ford,Fiesta,USED,Manual,Front,Unleaded,95532.0,4,Hatchback,5,5,6888.0,1.6,6.1,Green,Phillip,ACT,Before 2012
Toyota,Kluger,USED,Automatic,Front,Unleaded,137000.0,6,SUV,4,7,32999.0,3.5,10.2,Black,Dandenong,VIC,2012-2016
Mini,Cooper,USED,Manual,Front,Premium,98710.0,4,Hatchback,5,5,24490.0,2.0,6.0,Black,Mayfield West,NSW,2012-2016
Holden,Commodore,USED,Automatic,Rear,Unleaded,98689.0,6,Sedan,4,5,19990.0,3.0,8.3,White,Echuca,VIC,2012-2016
Jeep,Compass,USED,Automatic,4WD,Premium,79800.0,4,SUV,4,5,14990.0,2.4,8.6,Black,New Lambton,NSW,2012-2016
Toyota,C-HR,USED,Automatic,Front,Premium,49919.0,4,SUV,4,5,32950.0,1.2,5.5,Red,Dandenong South,VIC,2017-2019
Hyundai,I20,USED,Automatic,Front,Unleaded,143949.0,4,Hatchback,5,5,12490.0,1.4,6.4,Red,Ringwood,VIC,2012-2016
